client_id,client_version_id,reference_date,transaction_count,transaction_volume,digital_transaction_count,digital_transaction_volume,mobile_app_login_count,credit_card_count,secured_loan_count,unsecured_loan_count,product_count,new_customer_flag,digitally_active_flag,credit_card_flag,loan_flag,digital_loan_flag,monthly_income,monthly_profitability,deposit_flag,insurance_flag
CL00654,CV00654-01,2024-11-30,8,3169.60,7,3169.60,10,1,0,0,1,N,Y,Y,N,N,5058.59,2.32,N,N
CL00654,CV00654-01,2024-12-31,12,5153.53,10,4229.00,9,0,0,0,0,N,Y,N,N,N,7047.67,12.92,N,N
CL00655,CV00655-01,2024-01-31,5,1859.62,1,601.30,3,1,0,0,1,N,N,Y,N,N,3118.23,-5.30,N,N
CL00655,CV00655-01,2024-02-29,4,1338.32,1,401.93,3,0,0,0,0,N,N,N,N,N,2846.87,-5.32,N,N
CL00655,CV00655-01,2024-03-31,8,5001.93,2,1358.09,6,1,0,0,1,N,Y,Y,N,N,3761.37,10.61,N,N
CL00655,CV00655-01,2024-04-30,6,2310.88,1,271.81,2,0,0,0,1,N,N,N,N,N,2767.09,5.90,Y,N
CL00655,CV00655-01,2024-05-31,4,1524.63,1,329.51,2,0,0,0,0,N,N,N,N,N,3634.26,-5.33,N,N
CL00655,CV00655-01,2024-06-30,6,2105.43,1,281.96,2,0,0,0,0,N,N,N,N,N,3123.35,2.62,N,N
CL00655,CV00655-01,2024-07-31,5,2087.30,1,504.22,2,0,0,0,0,N,N,N,N,N,3261.73,-0.44,N,N
CL00655,CV00655-01,2024-08-31,7,1800.30,2,365.11,8,0,0,0,1,N,Y,N,N,N,3258.78,1.66,N,Y
CL00655,CV00655-01,2024-09-30,5,1180.72,1,325.54,3,1,0,0,3,N,N,Y,N,N,3517.12,5.98,Y,Y
CL00655,CV00655-01,2024-10-31,5,2601.89,1,525.36,3,1,0,1,2,N,N,Y,Y,N,3339.09,12.16,N,N
CL00655,CV00655-01,2024-11-30,6,3056.28,1,487.77,3,0,0,0,1,N,N,N,N,N,3951.41,-2.11,Y,N
CL00655,CV00655-01,2024-12-31,4,1019.39,1,187.28,10,0,0,1,1,N,N,N,Y,N,3953.34,2.78,N,N
CL00656,CV00656-01,2024-01-31,6,2350.54,4,1502.04,9,1,0,0,1,N,Y,Y,N,N,4145.18,0.90,N,N
CL00656,CV00656-01,2024-02-29,7,3195.49,3,1534.50,10,0,0,0,1,N,Y,N,N,N,3235.85,8.56,N,Y
CL00656,CV00656-01,2024-03-31,5,2136.31,3,1041.19,8,0,1,0,2,N,Y,N,Y,Y,1477.97,12.12,Y,N
CL00656,CV00656-01,2024-04-30,7,3579.44,4,2289.82,8,1,0,0,2,N,Y,Y,N,N,3381.55,10.98,Y,N
CL00656,CV00656-01,2024-05-31,6,1783.88,3,840.00,4,1,0,0,1,N,Y,Y,N,N,2908.24,6.56,N,N
CL00656,CV00656-01,2024-06-30,7,3387.76,4,1922.35,6,1,0,0,1,N,Y,Y,N,N,4516.39,7.14,N,N
CL00656,CV00656-01,2024-07-31,5,2401.62,3,1480.94,6,0,0,0,1,N,Y,N,N,N,2554.52,8.34,Y,N
CL00656,CV00656-01,2024-08-31,10,4297.41,7,3118.15,4,0,0,1,1,N,Y,N,Y,N,4329.55,7.24,N,N
CL00656,CV00656-01,2024-09-30,11,4084.21,7,2490.92,5,0,0,0,0,N,Y,N,N,N,5026.91,12.52,N,N
CL00656,CV00656-01,2024-10-31,5,2365.96,3,1328.50,6,0,0,1,2,N,Y,N,Y,Y,3703.22,9.52,Y,N
CL00656,CV00656-01,2024-11-30,7,2231.39,4,1425.91,7,0,0,0,0,N,Y,N,N,N,3637.13,6.32,N,N
CL00656,CV00656-01,2024-12-31,2,706.81,1,362.47,4,1,0,0,1,N,N,Y,N,N,4583.71,7.31,N,N
CL00657,CV00657-01,2024-01-31,4,1793.37,3,1198.55,11,1,0,0,2,N,Y,Y,N,N,3625.04,4.43,N,Y
CL00657,CV00657-01,2024-02-29,8,2151.27,5,1311.96,11,0,0,0,1,N,Y,N,N,N,4311.38,4.60,N,Y
CL00657,CV00657-01,2024-03-31,7,2148.43,6,1802.36,7,0,0,0,0,N,Y,N,N,N,4412.72,1.00,N,N
CL00657,CV00657-01,2024-04-30,4,1259.71,3,788.12,15,0,0,1,2,N,Y,N,Y,N,5048.07,7.57,Y,N
CL00657,CV00657-01,2024-05-31,7,4015.40,6,3189.40,11,0,0,0,0,N,Y,N,N,N,4883.70,2.01,N,N
CL00657,CV00657-01,2024-06-30,6,2145.76,5,1925.12,6,0,0,0,0,N,Y,N,N,N,4961.43,6.62,N,N
CL00657,CV00657-01,2024-07-31,9,3474.54,8,3146.72,8,0,0,1,1,N,Y,N,Y,N,4167.56,6.89,N,N
CL00657,CV00657-01,2024-08-31,5,1929.87,5,1713.20,10,0,0,1,1,N,Y,N,Y,N,4430.98,5.09,N,N
CL00657,CV00657-01,2024-09-30,10,3421.14,9,3047.33,11,0,0,0,1,N,Y,N,N,N,3647.37,7.86,N,Y
CL00657,CV00657-01,2024-10-31,5,2284.60,4,2083.27,7,0,0,0,0,N,Y,N,N,N,3948.56,3.00,N,N
CL00657,CV00657-01,2024-11-30,6,2122.06,5,1855.33,7,1,0,1,3,N,Y,Y,Y,N,4437.79,15.14,Y,N
CL00657,CV00657-01,2024-12-31,5,2456.50,4,1947.59,11,1,0,0,2,N,Y,Y,N,N,4470.67,6.84,Y,N
CL00658,CV00658-01,2024-01-31,5,3105.51,4,2358.70,8,1,0,0,2,N,Y,Y,N,N,3635.26,10.14,N,Y
CL00658,CV00658-01,2024-02-29,12,3708.03,9,2769.57,4,1,0,0,1,N,Y,Y,N,N,5772.74,7.85,N,N
CL00658,CV00658-01,2024-03-31,5,2955.34,4,2551.65,5,0,0,0,0,N,Y,N,N,N,6292.64,6.37,N,N
CL00658,CV00658-01,2024-04-30,4,2424.26,3,1544.67,7,0,0,0,0,N,Y,N,N,N,5303.20,8.21,N,N
CL00658,CV00658-01,2024-05-31,6,1684.10,4,1184.91,7,0,0,0,0,N,Y,N,N,N,5910.87,9.30,N,N
CL00658,CV00658-01,2024-06-30,3,1532.53,2,972.93,2,1,0,0,1,N,Y,Y,N,N,4747.46,3.44,N,N
CL00658,CV00658-01,2024-07-31,10,3527.04,7,2621.62,2,0,0,0,0,N,Y,N,N,N,5021.95,4.82,N,N
CL00658,CV00658-01,2024-08-31,4,1983.59,3,1411.83,9,1,1,0,4,N,Y,Y,Y,Y,4684.85,20.88,Y,Y
CL00658,CV00658-01,2024-09-30,6,2789.36,3,1302.47,6,1,0,0,1,N,Y,Y,N,N,5062.56,5.79,N,N
CL00658,CV00658-01,2024-10-31,10,4815.89,7,3293.25,5,1,1,0,2,N,Y,Y,Y,Y,5287.64,16.74,N,N
CL00658,CV00658-01,2024-11-30,10,3615.84,6,2441.41,7,1,0,0,2,N,Y,Y,N,N,5662.80,9.50,Y,N
CL00658,CV00658-01,2024-12-31,8,2307.95,6,2014.42,8,0,0,0,1,N,Y,N,N,N,5206.50,6.73,Y,N
CL00659,CV00659-01,2024-01-31,12,5276.62,10,4605.16,5,0,0,0,1,N,Y,N,N,N,5805.30,12.50,Y,N
CL00659,CV00659-01,2024-02-29,6,3064.38,4,2061.68,8,1,0,1,2,N,Y,Y,Y,Y,6068.95,13.69,N,N
CL00659,CV00659-01,2024-03-31,8,3879.47,6,2848.08,12,0,0,1,1,N,Y,N,Y,N,6736.23,16.31,N,N
CL00659,CV00659-01,2024-04-30,14,9474.11,10,7724.32,8,1,0,0,1,N,Y,Y,N,N,5748.66,24.03,N,N
CL00659,CV00659-01,2024-05-31,14,8679.00,11,6640.26,5,0,0,1,2,N,Y,N,Y,N,5855.86,26.52,N,Y
CL00659,CV00659-01,2024-06-30,5,2577.78,4,1762.11,5,0,0,0,1,N,Y,N,N,N,7551.55,13.58,Y,N
CL00659,CV00659-01,2024-07-31,12,7818.72,10,5979.14,7,1,0,1,3,N,Y,Y,Y,Y,6382.79,24.73,N,Y
CL00659,CV00659-01,2024-08-31,7,4310.46,5,3437.38,9,0,0,0,0,N,Y,N,N,N,8401.95,13.44,N,N
CL00659,CV00659-01,2024-09-30,5,3426.04,4,2477.36,8,1,1,1,4,N,Y,Y,Y,N,7552.21,23.65,Y,N
CL00659,CV00659-01,2024-10-31,8,5594.88,5,3985.97,9,0,0,1,2,N,Y,N,Y,N,9282.47,18.49,Y,N
CL00659,CV00659-01,2024-11-30,16,8347.19,13,7296.06,4,1,0,0,1,N,Y,Y,N,N,6439.68,25.54,N,N
CL00659,CV00659-01,2024-12-31,8,4335.30,7,3870.63,8,1,1,0,2,N,Y,Y,Y,N,6721.26,19.21,N,N
CL00660,CV00660-01,2024-01-31,9,5801.14,4,2425.62,2,0,0,0,0,N,Y,N,N,N,5289.92,15.01,N,N
CL00660,CV00660-01,2024-02-29,8,3455.23,2,1016.52,3,1,0,1,2,N,Y,Y,Y,Y,6324.47,15.54,N,N
CL00660,CV00660-01,2024-03-31,7,2891.11,3,1042.93,5,0,0,0,0,N,Y,N,N,N,4799.99,4.75,N,N
CL00660,CV00660-01,2024-04-30,13,5057.04,5,2113.33,7,0,0,0,0,N,Y,N,N,N,4128.98,11.00,N,N
CL00660,CV00660-01,2024-05-31,5,2366.39,2,709.44,6,0,1,0,2,N,Y,N,Y,N,5141.40,14.45,N,Y
CL00660,CV00660-01,2024-06-30,7,2871.63,3,906.10,4,0,0,0,0,N,Y,N,N,N,5457.89,10.67,N,N
CL00660,CV00660-01,2024-07-31,6,2649.66,3,1539.95,3,1,0,0,2,N,Y,Y,N,N,3485.02,18.69,Y,N
CL00660,CV00660-01,2024-08-31,5,2219.98,2,976.21,8,0,0,0,1,N,Y,N,N,N,4511.55,4.13,N,Y
CL00660,CV00660-01,2024-09-30,9,3990.59,3,1510.87,6,0,0,0,2,N,Y,N,N,N,5598.11,20.94,Y,Y
CL00660,CV00660-01,2024-10-31,4,2312.45,1,717.82,3,1,0,0,1,N,N,Y,N,N,5229.79,4.82,N,N
CL00660,CV00660-01,2024-11-30,4,1356.27,2,620.97,5,1,0,1,2,N,Y,Y,Y,Y,5358.83,13.91,N,N
CL00660,CV00660-01,2024-12-31,8,4500.03,2,984.80,6,0,0,0,2,N,Y,N,N,N,4636.62,16.13,Y,Y
CL00661,CV00661-01,2024-01-31,6,2786.57,3,1493.95,6,0,0,0,1,N,Y,N,N,N,3314.98,8.33,N,Y
CL00661,CV00661-01,2024-02-29,8,4166.08,5,2112.16,6,0,0,0,1,N,Y,N,N,N,3927.61,7.25,Y,N
CL00661,CV00661-01,2024-03-31,8,4690.40,3,1689.25,7,0,0,0,0,N,Y,N,N,N,2600.29,8.01,N,N
CL00661,CV00661-01,2024-04-30,4,1085.44,3,709.61,7,0,0,0,1,N,Y,N,N,N,5035.29,6.41,Y,N
CL00661,CV00661-01,2024-05-31,3,1043.32,2,583.02,2,1,1,0,3,N,Y,Y,Y,Y,4262.35,6.45,N,Y
CL00661,CV00661-01,2024-06-30,4,2013.33,3,1267.56,8,0,0,0,1,N,Y,N,N,N,3444.43,0.76,N,Y
CL00661,CV00661-01,2024-07-31,5,1951.85,3,1105.21,1,0,0,0,1,N,Y,N,N,N,3714.84,6.43,Y,N
CL00661,CV00661-01,2024-08-31,7,2535.91,3,874.64,8,0,0,0,0,N,Y,N,N,N,2842.14,4.64,N,N
CL00661,CV00661-01,2024-09-30,3,1445.91,2,836.04,7,1,1,0,3,N,Y,Y,Y,Y,2232.65,10.24,Y,N
CL00661,CV00661-01,2024-10-31,2,789.17,1,540.68,5,0,0,0,1,N,N,N,N,N,3839.25,-0.28,Y,N
CL00661,CV00661-01,2024-11-30,11,4937.96,6,2608.97,5,0,0,1,1,N,Y,N,Y,N,3396.17,12.39,N,N
CL00661,CV00661-01,2024-12-31,6,3060.70,4,1572.57,1,1,0,0,3,N,Y,Y,N,N,4905.16,11.53,Y,Y
CL00662,CV00662-01,2024-01-31,4,1758.78,3,1138.47,6,0,0,0,0,N,Y,N,N,N,2323.71,-1.06,N,N
CL00662,CV00662-01,2024-02-29,5,2004.46,4,1557.81,7,0,0,0,0,N,Y,N,N,N,4533.30,7.78,N,N
CL00662,CV00662-01,2024-03-31,4,1816.84,2,817.90,1,1,0,1,2,N,Y,Y,Y,N,3750.98,10.15,N,N
CL00662,CV00662-01,2024-04-30,6,3100.58,4,2015.46,6,0,0,0,1,N,Y,N,N,N,2868.91,6.26,Y,N
CL00662,CV00662-01,2024-05-31,8,3017.82,6,2282.90,3,1,0,0,2,N,Y,Y,N,N,2735.61,8.15,Y,N
CL00662,CV00662-01,2024-06-30,8,4002.32,6,2964.57,6,0,1,0,1,N,Y,N,Y,N,3226.33,7.67,N,N
CL00662,CV00662-01,2024-07-31,5,2218.40,3,1537.92,7,0,0,0,0,N,Y,N,N,N,4510.84,5.34,N,N
CL00662,CV00662-01,2024-08-31,13,4333.75,8,2530.96,7,0,0,0,1,N,Y,N,N,N,3448.68,5.38,Y,N
CL00662,CV00662-01,2024-09-30,5,1666.58,3,1011.83,8,0,0,0,0,N,Y,N,N,N,2359.72,0.45,N,N
CL00662,CV00662-01,2024-10-31,9,3386.15,6,2411.57,3,1,0,0,2,N,Y,Y,N,N,4388.90,15.69,Y,N
CL00662,CV00662-01,2024-11-30,6,2168.45,4,1508.47,10,0,0,0,2,N,Y,N,N,N,4446.79,9.06,Y,Y
CL00662,CV00662-01,2024-12-31,6,3151.20,4,1675.11,4,0,0,0,0,N,Y,N,N,N,2991.02,10.85,N,N
CL00663,CV00663-01,2024-01-31,4,1610.44,1,397.71,4,1,0,1,2,N,N,Y,Y,N,3458.45,5.07,N,N
CL00663,CV00663-01,2024-02-29,3,1653.08,1,409.07,6,0,0,0,0,N,N,N,N,N,3097.83,5.57,N,N
CL00663,CV00663-01,2024-03-31,1,420.91,0,119.13,1,1,0,0,1,N,N,Y,N,N,3891.47,-0.11,N,N
CL00663,CV00663-01,2024-04-30,8,3948.72,0,168.96,2,0,0,0,0,N,N,N,N,N,3831.75,2.58,N,N
CL00663,CV00663-01,2024-05-31,2,573.09,0,109.08,3,0,0,0,0,N,N,N,N,N,3775.00,-1.65,N,N
CL00663,CV00663-01,2024-06-30,11,5112.97,3,1192.60,3,1,1,0,3,N,Y,Y,Y,Y,4898.30,17.75,N,Y
CL00663,CV00663-01,2024-07-31,6,2391.11,1,197.81,1,0,0,0,1,N,N,N,N,N,4362.66,-5.40,Y,N
CL00663,CV00663-01,2024-08-31,8,3523.87,2,755.30,4,0,0,0,1,N,Y,N,N,N,4064.79,8.91,Y,N
CL00663,CV00663-01,2024-09-30,5,1622.40,1,305.26,2,1,0,0,1,N,N,Y,N,N,4528.42,3.74,N,N
CL00663,CV00663-01,2024-10-31,5,1852.01,1,463.62,6,1,1,0,3,N,N,Y,Y,N,4346.61,6.75,N,Y
CL00663,CV00663-01,2024-11-30,8,1992.41,2,537.21,3,0,0,0,0,N,Y,N,N,N,3172.04,-3.55,N,N
CL00663,CV00663-01,2024-12-31,9,4332.54,1,528.71,2,1,0,0,1,N,N,Y,N,N,5413.13,6.62,N,N
CL00664,CV00664-01,2024-01-31,4,2240.85,1,495.56,3,1,0,0,2,N,N,Y,N,N,6034.66,0.53,Y,N
CL00664,CV00664-01,2024-02-29,6,2907.27,0,103.71,3,1,0,0,3,N,N,Y,N,N,5973.90,9.29,Y,Y
CL00664,CV00664-01,2024-03-31,3,1421.65,0,0.00,1,0,0,0,1,N,N,N,N,N,4302.39,-1.85,N,Y
CL00664,CV00664-01,2024-04-30,3,1419.13,1,263.03,2,1,0,0,2,N,N,Y,N,N,3220.14,6.93,N,Y
CL00664,CV00664-01,2024-05-31,3,1126.32,0,142.26,7,0,0,0,0,N,N,N,N,N,4157.96,-2.94,N,N
CL00664,CV00664-01,2024-06-30,2,1112.54,0,206.48,0,0,0,0,1,N,N,N,N,N,4681.33,3.11,N,Y
CL00664,CV00664-01,2024-07-31,3,1118.18,0,2.50,2,1,0,0,1,N,N,Y,N,N,4197.46,1.84,N,N
CL00664,CV00664-01,2024-08-31,4,1855.12,0,234.88,1,0,0,0,0,N,N,N,N,N,4463.71,-6.34,N,N
CL00664,CV00664-01,2024-09-30,3,1184.61,0,93.57,3,0,0,0,1,N,N,N,N,N,3950.05,-4.40,Y,N
CL00664,CV00664-01,2024-10-31,5,2292.28,0,18.30,0,1,0,0,1,N,N,Y,N,N,4568.02,-2.50,N,N
CL00664,CV00664-01,2024-11-30,6,3363.22,1,533.52,1,0,0,0,0,N,N,N,N,N,4250.16,4.90,N,N
CL00664,CV00664-01,2024-12-31,4,2180.76,0,180.81,4,1,0,0,1,N,N,Y,N,N,3089.24,11.68,N,N
CL00665,CV00665-01,2024-01-31,7,2713.54,5,2072.93,7,0,0,0,0,N,Y,N,N,N,4793.76,6.79,N,N
CL00665,CV00665-01,2024-02-29,3,1633.20,1,854.78,6,1,0,0,1,N,N,Y,N,N,3993.95,-1.98,N,N
CL00665,CV00665-01,2024-03-31,5,2090.97,3,1248.51,7,0,0,0,1,N,Y,N,N,N,4777.50,5.36,Y,N
CL00665,CV00665-01,2024-04-30,5,2856.84,4,1929.58,5,0,1,0,2,N,Y,N,Y,Y,3388.01,11.09,Y,N
CL00665,CV00665-01,2024-05-31,7,2242.41,5,1340.87,10,0,0,0,1,N,Y,N,N,N,4881.99,8.68,Y,N
CL00665,CV00665-01,2024-06-30,5,2189.46,3,1144.15,3,0,1,0,2,N,Y,N,Y,N,3648.32,4.35,N,Y
CL00665,CV00665-01,2024-07-31,8,3385.79,5,1683.44,7,1,0,0,2,N,Y,Y,N,N,3964.04,10.65,N,Y
CL00665,CV00665-01,2024-08-31,10,5670.00,6,3632.28,5,0,0,0,1,N,Y,N,N,N,6245.89,12.94,N,Y
CL00665,CV00665-01,2024-09-30,5,3216.41,3,2153.77,9,0,0,0,1,N,Y,N,N,N,3878.86,8.69,Y,N
CL00665,CV00665-01,2024-10-31,6,2338.37,4,1378.82,4,0,1,0,2,N,Y,N,Y,N,6195.73,11.42,N,Y
CL00665,CV00665-01,2024-11-30,3,1207.11,2,673.93,6,0,0,0,0,N,Y,N,N,N,6447.17,0.21,N,N
CL00665,CV00665-01,2024-12-31,8,3610.02,4,1654.64,12,1,0,0,2,N,Y,Y,N,N,4383.35,8.33,Y,N
CL00666,CV00666-01,2024-01-31,7,2675.41,4,1245.28,3,0,0,0,0,N,Y,N,N,N,5479.95,7.36,N,N
CL00666,CV00666-01,2024-02-29,4,2164.07,2,1123.05,9,1,0,0,1,N,Y,Y,N,N,3441.78,1.60,N,N
CL00666,CV00666-01,2024-03-31,3,1579.41,2,799.88,8,0,0,0,0,N,Y,N,N,N,3341.13,5.17,N,N
CL00666,CV00666-01,2024-04-30,10,4403.95,7,3035.43,3,0,0,0,1,N,Y,N,N,N,4434.09,7.46,Y,N
CL00666,CV00666-01,2024-05-31,7,3505.68,5,2194.48,9,0,0,0,0,N,Y,N,N,N,6399.73,8.59,N,N
CL00666,CV00666-01,2024-06-30,8,3791.19,4,2143.96,9,0,0,0,1,N,Y,N,N,N,4779.36,4.59,Y,N
CL00666,CV00666-01,2024-07-31,8,3752.12,5,2488.22,11,1,1,0,3,N,Y,Y,Y,Y,3968.86,12.21,Y,N
CL00666,CV00666-01,2024-08-31,3,1831.19,2,1276.63,5,1,0,0,3,N,Y,Y,N,N,5707.96,8.89,Y,Y
CL00666,CV00666-01,2024-09-30,8,3996.74,5,2002.88,3,1,0,1,3,N,Y,Y,Y,Y,4420.55,9.92,Y,N
CL00666,CV00666-01,2024-10-31,8,4080.94,6,2857.97,7,0,1,0,3,N,Y,N,Y,Y,4212.71,19.96,Y,Y
CL00666,CV00666-01,2024-11-30,5,2031.18,3,1375.85,5,0,0,0,1,N,Y,N,N,N,6074.84,4.47,Y,N
CL00666,CV00666-01,2024-12-31,8,5706.16,5,2790.09,7,0,0,0,0,N,Y,N,N,N,5375.79,12.89,N,N
CL00667,CV00667-01,2024-01-31,4,1435.59,0,29.74,1,0,0,0,1,N,N,N,N,N,3073.95,3.82,N,Y
CL00667,CV00667-01,2024-02-29,6,2361.28,1,353.46,5,0,0,0,0,N,N,N,N,N,3295.17,-2.62,N,N
CL00667,CV00667-01,2024-03-31,12,4103.06,3,1108.91,2,0,0,0,1,N,Y,N,N,N,3205.68,9.23,Y,N
CL00667,CV00667-01,2024-04-30,5,1536.41,1,293.90,6,0,0,0,0,N,N,N,N,N,2087.30,0.17,N,N
CL00667,CV00667-01,2024-05-31,2,811.36,0,146.58,1,0,0,0,1,N,N,N,N,N,2071.69,2.31,N,Y
CL00667,CV00667-01,2024-06-30,8,3716.87,1,400.38,2,0,0,0,1,N,N,N,N,N,2661.06,0.23,N,Y
CL00667,CV00667-02,2024-07-31,9,3503.19,0,128.98,3,0,0,0,2,N,N,N,N,N,7279.22,16.04,Y,Y
CL00667,CV00667-02,2024-08-31,13,6890.08,2,812.73,3,0,0,0,1,N,Y,N,N,N,6192.52,19.68,Y,N
CL00667,CV00667-02,2024-09-30,11,4848.67,2,936.51,5,1,0,0,2,N,Y,Y,N,N,5700.48,18.22,Y,N
CL00667,CV00667-02,2024-10-31,5,2584.10,0,260.90,3,1,0,0,2,N,N,Y,N,N,5205.09,8.12,Y,N
CL00667,CV00667-02,2024-11-30,10,3876.33,1,512.53,2,1,1,0,2,N,N,Y,Y,N,3467.30,7.78,N,N
CL00667,CV00667-02,2024-12-31,3,1574.90,0,66.77,4,1,0,0,1,N,N,Y,N,N,5730.21,5.39,N,N
CL00668,CV00668-01,2024-01-31,6,2149.99,1,508.43,3,0,0,0,0,N,N,N,N,N,2691.96,-4.33,N,N
CL00668,CV00668-01,2024-02-29,1,538.26,0,19.70,2,0,0,1,2,N,N,N,Y,N,3088.70,3.63,Y,N
CL00668,CV00668-01,2024-03-31,0,0.00,0,0.00,2,1,0,1,3,N,N,Y,Y,N,4040.03,7.96,N,Y
CL00668,CV00668-01,2024-04-30,5,2320.77,0,94.34,1,0,0,1,1,N,N,N,Y,N,2698.41,-0.01,N,N
CL00668,CV00668-01,2024-05-31,3,1412.76,0,23.11,4,1,0,0,1,N,N,Y,N,N,3582.23,-10.35,N,N
CL00668,CV00668-01,2024-06-30,3,670.61,0,38.78,4,0,0,0,1,N,N,N,N,N,3758.05,5.08,Y,N
CL00668,CV00668-01,2024-07-31,8,4003.19,1,395.14,5,0,0,0,1,N,N,N,N,N,2607.85,4.02,Y,N
CL00668,CV00668-01,2024-08-31,4,828.75,1,169.34,3,1,0,0,1,N,N,Y,N,N,3672.73,-3.48,N,N
CL00668,CV00668-01,2024-09-30,4,1085.49,0,13.80,1,0,0,0,0,N,N,N,N,N,5571.64,-0.25,N,N
CL00668,CV00668-01,2024-10-31,4,1520.84,0,0.00,1,0,0,0,0,N,N,N,N,N,4717.95,-0.06,N,N
CL00668,CV00668-01,2024-11-30,6,1657.66,0,0.00,1,0,0,0,0,N,N,N,N,N,2769.33,-3.17,N,N
CL00668,CV00668-01,2024-12-31,5,1701.90,0,18.41,3,0,0,0,0,N,N,N,N,N,3766.98,1.39,N,N
CL00669,CV00669-01,2024-01-31,2,931.23,1,363.35,5,0,0,0,2,N,N,N,N,N,3493.38,0.53,Y,Y
CL00669,CV00669-01,2024-02-29,5,1791.68,2,624.83,5,0,0,0,0,N,Y,N,N,N,6517.53,3.92,N,N
CL00669,CV00669-01,2024-03-31,6,2352.99,2,744.28,7,0,0,0,0,N,Y,N,N,N,3073.38,0.02,N,N
CL00669,CV00669-01,2024-04-30,4,2053.61,2,1097.34,4,0,0,0,1,N,Y,N,N,N,3467.64,3.68,Y,N
CL00669,CV00669-01,2024-05-31,5,2775.46,1,532.73,5,1,0,0,3,N,N,Y,N,N,3629.56,17.48,Y,Y
CL00669,CV00669-01,2024-06-30,6,2233.47,2,655.83,4,1,0,0,1,N,Y,Y,N,N,4215.00,4.96,N,N
CL00669,CV00669-01,2024-07-31,4,2678.79,1,610.82,3,0,0,0,0,N,N,N,N,N,3865.61,3.15,N,N
CL00669,CV00669-01,2024-08-31,2,732.68,1,282.71,5,0,0,0,0,N,N,N,N,N,3378.49,-2.02,N,N
CL00669,CV00669-01,2024-09-30,5,2401.92,1,610.98,6,1,0,0,2,N,N,Y,N,N,4485.28,4.43,Y,N
CL00669,CV00669-01,2024-10-31,3,1662.35,1,589.59,4,1,0,0,1,N,N,Y,N,N,3223.33,2.10,N,N
CL00669,CV00669-01,2024-11-30,5,1484.77,2,546.29,3,0,0,0,0,N,Y,N,N,N,3291.40,-1.78,N,N
CL00669,CV00669-01,2024-12-31,10,4491.33,3,1344.72,6,0,0,0,0,N,Y,N,N,N,3620.67,10.78,N,N
CL00670,CV00670-01,2024-01-31,6,1783.61,1,433.84,4,0,0,0,0,N,N,N,N,N,2908.92,-0.86,N,N
CL00670,CV00670-01,2024-02-29,5,1707.72,2,585.96,1,0,0,0,1,N,Y,N,N,N,2358.27,5.42,N,Y
CL00670,CV00670-01,2024-03-31,8,3560.77,3,1687.95,4,0,0,0,1,N,Y,N,N,N,1200.00,6.92,Y,N
CL00670,CV00670-01,2024-04-30,2,815.60,1,303.19,3,1,0,0,2,N,N,Y,N,N,1707.71,5.36,Y,N
CL00670,CV00670-01,2024-05-31,4,1466.51,2,637.17,5,0,0,0,0,N,Y,N,N,N,2950.33,3.84,N,N
CL00670,CV00670-01,2024-06-30,4,1173.42,1,336.41,7,0,0,1,1,N,N,N,Y,N,3437.34,0.41,N,N
CL00670,CV00670-01,2024-07-31,2,798.09,1,312.21,6,0,0,0,0,N,N,N,N,N,3876.17,-2.25,N,N
CL00670,CV00670-01,2024-08-31,3,1426.41,1,574.54,5,0,0,0,1,N,N,N,N,N,1540.78,-3.37,Y,N
CL00670,CV00670-01,2024-09-30,7,1997.37,3,895.64,8,0,0,0,0,N,Y,N,N,N,2431.47,1.71,N,N
CL00670,CV00670-01,2024-10-31,11,2949.76,4,1386.86,1,0,0,0,1,N,Y,N,N,N,2297.76,11.21,N,Y
CL00670,CV00670-01,2024-11-30,2,755.53,1,253.30,6,1,0,0,1,N,N,Y,N,N,3540.92,3.57,N,N
CL00670,CV00670-01,2024-12-31,4,1658.07,2,697.33,7,0,1,0,1,N,Y,N,Y,N,2875.84,3.74,N,N
CL00671,CV00671-01,2024-01-31,4,1826.92,2,936.62,10,0,0,0,0,N,Y,N,N,N,4194.56,1.06,N,N
CL00671,CV00671-01,2024-02-29,8,3453.78,4,1828.28,7,0,0,1,2,N,Y,N,Y,N,3891.33,17.39,N,Y
CL00671,CV00671-01,2024-03-31,3,1043.90,1,446.33,5,1,0,0,2,N,N,Y,N,N,4895.09,5.44,Y,N
CL00671,CV00671-01,2024-04-30,5,1715.06,2,914.94,5,1,0,0,1,N,Y,Y,N,N,5473.76,0.83,N,N
CL00671,CV00671-01,2024-05-31,5,2070.65,3,1100.27,10,1,0,1,2,N,Y,Y,Y,N,5161.55,10.20,N,N
CL00671,CV00671-01,2024-06-30,5,1680.83,2,782.95,6,1,0,0,2,N,Y,Y,N,N,4377.80,10.38,N,Y
CL00671,CV00671-01,2024-07-31,9,5071.09,5,2571.51,7,0,0,0,0,N,Y,N,N,N,3814.64,8.69,N,N
CL00671,CV00671-01,2024-08-31,7,2708.73,5,1682.53,7,0,0,0,0,N,Y,N,N,N,3254.11,7.73,N,N
CL00671,CV00671-01,2024-09-30,7,3452.08,5,2341.83,10,0,0,1,2,N,Y,N,Y,Y,3904.17,9.75,Y,N
CL00671,CV00671-01,2024-10-31,8,3284.95,4,1898.59,7,1,0,0,2,N,Y,Y,N,N,4888.91,7.49,Y,N
CL00671,CV00671-01,2024-11-30,6,2704.13,3,1363.76,2,0,0,0,0,N,Y,N,N,N,4594.31,3.88,N,N
